#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
ERR675519_83	131.4202	82822	0.5361	99.8817	82724	66181	66181	0.5287	134	37.29
ERR675519_84	51.6436	82335	0.5162	99.9381	82284	25774	25774	0.5135	51	13.94
ERR675519_85	86.7321	81805	0.4278	100.0000	81805	42520	42520	0.4312	86	23.71
ERR675519_86	23.2279	81689	0.4429	99.9890	81680	11415	11415	0.4535	22	9.79
ERR675519_87	87.4399	81302	0.4259	99.9336	81248	42576	42576	0.4332	88	24.84
ERR675519_88	10.5441	81195	0.5073	99.9889	81186	5189	5189	0.5071	10	3.68
ERR675519_89	24.8252	81113	0.4744	99.9211	81049	12121	12121	0.4767	24	9.11
ERR675519_90	145.9020	80074	0.5631	100.0000	80074	71499	71499	0.5582	146	39.54
ERR675519_91	12.1468	79895	0.4697	99.8448	79771	5857	5857	0.4706	12	4.55
ERR675519_92	52.0724	78425	0.4125	100.0000	78425	24394	24394	0.4208	51	15.18
ERR675519_93	39.1155	77917	0.4013	100.0000	77917	18177	18177	0.4102	39	12.60
ERR675519_94	146.1822	77334	0.5200	100.0000	77334	68486	68486	0.5161	148	33.60
ERR675519_95	79.3672	77145	0.4524	99.9417	77100	36806	36806	0.4594	80	22.21
ERR675519_96	22.2600	77002	0.4891	99.9416	76957	10354	10354	0.4922	22	7.25
ERR675519_97	42.6593	76779	0.4459	99.9961	76776	19650	19650	0.4451	43	11.07
ERR675519_98	50.8194	76097	0.4259	100.0000	76097	23114	23114	0.4310	50	14.07
ERR675519_99	42.7193	76068	0.4852	99.9816	76054	19560	19560	0.4869	43	9.66
ERR675519_100	49.7716	75159	0.3662	100.0000	75159	22178	22178	0.3713	50	11.82
ERR675519_101	11.8905	74935	0.4226	99.9880	74926	5318	5318	0.4270	12	4.38
ERR675519_102	18.4266	74649	0.4856	99.9102	74582	8308	8308	0.4884	18	6.77
ERR675519_103	73.0949	74432	0.4435	100.0000	74432	32628	32628	0.4456	74	17.93
ERR675519_104	46.9567	73573	0.4868	100.0000	73573	20780	20780	0.4878	47	10.46
ERR675519_105	18.5175	73388	0.4950	100.0000	73388	8207	8207	0.4965	18	6.27
ERR675519_106	47.6817	73020	0.5078	100.0000	73020	21108	21108	0.5041	48	13.15
ERR675519_107	11.6182	72411	0.4740	99.9158	72350	4993	4993	0.4725	11	4.58
ERR675519_108	35.9689	72244	0.3868	99.9045	72175	15430	15430	0.3927	36	9.52
ERR675519_109	45.6083	71776	0.4958	100.0000	71776	19692	19692	0.4963	46	10.47
ERR675519_110	57.5984	71648	0.5258	100.0000	71648	24994	24994	0.5236	58	14.45
ERR675519_111	89.5525	71619	0.4517	99.7975	71474	38523	38523	0.4538	91	22.38
ERR675519_112	19.9165	71311	0.4822	99.9916	71305	8555	8555	0.4837	20	6.52
ERR675519_113	12.5190	71210	0.4221	99.9326	71162	5323	5323	0.4281	12	4.36
ERR675519_114	39.4652	70753	0.4578	100.0000	70753	16810	16810	0.4648	40	11.58
ERR675519_115	128.7997	70732	0.5562	100.0000	70732	55874	55874	0.5500	124	73.89
ERR675519_116	34.6153	70575	0.3444	99.9773	70559	14470	14470	0.3575	35	12.87
ERR675519_117	89.6818	70322	0.4359	99.9986	70321	37765	37765	0.4376	91	24.89
ERR675519_118	44.9787	70125	0.5124	100.0000	70125	19155	19155	0.5091	44	12.85
ERR675519_119	38.7116	70064	0.5306	99.9829	70052	16490	16490	0.5281	39	10.70
ERR675519_120	45.8795	69817	0.4280	100.0000	69817	19159	19159	0.4314	46	10.96
ERR675519_121	69.5748	69085	0.4401	100.0000	69085	28787	28787	0.4448	70	18.35
ERR675519_122	9.2499	68996	0.4510	99.5246	68668	3825	3825	0.4501	9	3.44
ERR675519_123	67.7849	68824	0.4216	100.0000	68824	27863	27863	0.4213	67	19.15
ERR675519_124	55.0278	67879	0.4270	100.0000	67879	22347	22347	0.4299	54	16.78
ERR675519_125	43.1084	67757	0.4676	100.0000	67757	17514	17514	0.4677	43	9.49
ERR675519_126	10.1824	67746	0.4322	99.8775	67663	4120	4120	0.4370	10	3.87
ERR675519_127	37.5147	67571	0.3907	99.8934	67499	15106	15106	0.4032	38	12.81
ERR675519_128	35.9132	67064	0.6116	99.9568	67035	14962	14962	0.6061	36	11.31
ERR675519_129	88.4288	67021	0.4450	99.9150	66964	35572	35572	0.4492	90	23.66
ERR675519_130	21.2331	66818	0.5938	99.5226	66499	8717	8717	0.5874	21	8.18
ERR675519_131	49.5571	66621	0.4580	100.0000	66621	19784	19784	0.4620	49	11.84
ERR675519_132	10.0777	66390	0.5013	99.7394	66217	4066	4066	0.5008	10	3.68
ERR675519_133	45.0028	66325	0.4106	100.0000	66325	17807	17807	0.4203	45	14.52
ERR675519_134	47.9743	66188	0.5089	100.0000	66188	19167	19167	0.5081	48	10.44
ERR675519_135	45.2468	66145	0.4878	100.0000	66145	18013	18013	0.4894	45	11.54
ERR675519_136	74.7600	65945	0.4215	99.9788	65931	29530	29530	0.4296	75	22.96
ERR675519_137	79.8771	65923	0.4746	100.0000	65923	31759	31759	0.4749	81	21.19
ERR675519_138	42.1526	65619	0.4261	100.0000	65619	16510	16510	0.4294	42	10.81
ERR675519_139	16.9654	65133	0.4849	99.8849	65058	6674	6674	0.4885	17	5.76
ERR675519_140	165.4814	64890	0.5376	100.0000	64890	65342	65342	0.5293	161	46.58
ERR675519_141	33.1404	64853	0.4181	100.0000	64853	12852	12852	0.4222	33	9.21
ERR675519_142	91.5509	64586	0.4679	99.9845	64576	35658	35658	0.4684	94	25.18
ERR675519_143	10.9709	63995	0.4307	99.7406	63829	4199	4199	0.4420	11	4.45
ERR675519_144	48.2696	63585	0.5103	100.0000	63585	18593	18593	0.5098	48	12.53
ERR675519_145	45.2019	63548	0.5051	100.0000	63548	17326	17326	0.5050	45	10.19
ERR675519_146	55.4431	63433	0.4919	100.0000	63433	21153	21153	0.4891	56	14.57
ERR675519_147	10.0412	63282	0.4311	99.9905	63276	3793	3793	0.4345	10	3.87
ERR675519_148	68.9615	63257	0.5303	100.0000	63257	25430	25430	0.5237	68	18.64
ERR675519_149	43.4692	63173	0.5332	100.0000	63173	16708	16708	0.5264	43	12.70
ERR675519_150	39.9291	63144	0.3976	100.0000	63144	14950	14950	0.4029	40	9.82
ERR675519_151	11.6544	63136	0.5151	99.8384	63034	4477	4477	0.5121	11	4.51
ERR675519_152	10.1119	63076	0.4138	99.5640	62801	3797	3797	0.4186	10	3.81
ERR675519_153	46.6789	62918	0.4311	100.0000	62918	17549	17549	0.4345	46	12.12
ERR675519_154	50.7258	62914	0.4363	100.0000	62914	19085	19085	0.4390	51	12.41
ERR675519_155	26.5263	62505	0.3658	99.9120	62450	9837	9837	0.3743	26	8.53
ERR675519_156	45.4758	62440	0.5132	99.7790	62302	17223	17223	0.5215	46	13.94
ERR675519_157	38.7929	62436	0.3975	100.0000	62436	14408	14408	0.4006	38	12.37
ERR675519_158	36.1919	62249	0.3856	100.0000	62249	13396	13396	0.3930	37	9.81
ERR675519_159	49.7586	61943	0.4300	99.3768	61557	18414	18414	0.4385	50	15.64
ERR675519_160	41.0777	61703	0.3403	100.0000	61703	15017	15017	0.3495	41	13.15
ERR675519_161	48.5326	61389	0.4320	100.0000	61389	17827	17827	0.4348	48	11.33
ERR675519_162	13.6973	61121	0.5122	99.7170	60948	5086	5086	0.5141	13	4.86
ERR675519_163	33.1621	61058	0.3887	100.0000	61058	12031	12031	0.3943	33	9.01
ERR675519_164	52.9845	60725	0.4218	100.0000	60725	19209	19209	0.4292	52	23.35
ERR675519_165	47.1059	60500	0.4859	100.0000	60500	17191	17191	0.4854	47	10.75
ERR675519_166	10.5522	60329	0.5218	99.8027	60210	3884	3884	0.5218	10	3.98
ERR675519_167	50.1507	60253	0.4020	100.0000	60253	18043	18043	0.4119	51	16.83
ERR675519_168	38.2604	60157	0.5028	100.0000	60157	13925	13925	0.5023	38	10.20
ERR675519_169	21.4230	60153	0.4657	99.9601	60129	7729	7729	0.4664	21	7.17
ERR675519_170	54.1247	59268	0.4356	100.0000	59268	18978	18978	0.4404	53	15.45
ERR675519_171	22.3182	58824	0.4794	100.0000	58824	7921	7921	0.4795	22	8.30
ERR675519_172	23.1800	58786	0.4860	100.0000	58786	8240	8240	0.4907	22	10.63
ERR675519_173	10.8227	58278	0.4057	99.8867	58212	3758	3758	0.4124	11	4.19
ERR675519_174	46.7484	57822	0.4721	100.0000	57822	16258	16258	0.4735	45	14.73
ERR675519_175	9.7029	57553	0.4894	99.6629	57359	3364	3364	0.4894	9	3.75
ERR675519_176	42.1909	57472	0.3300	99.8295	57374	14356	14356	0.3433	40	22.31
ERR675519_177	47.2489	57398	0.4874	99.9895	57392	16326	16326	0.4889	47	10.37
ERR675519_178	26.6102	57304	0.3733	99.9180	57257	9036	9036	0.3819	27	8.39
ERR675519_179	115.8117	57259	0.5629	100.0000	57259	40605	40605	0.5596	118	28.06
ERR675519_180	47.7201	56930	0.4183	99.9842	56921	16246	16246	0.4275	46	14.09
ERR675519_181	11.4575	56743	0.3998	99.9683	56725	3866	3866	0.4068	11	4.23
ERR675519_182	13.0366	56506	0.4426	100.0000	56506	4402	4402	0.4448	13	4.14
ERR675519_183	10.0616	56082	0.4924	99.8538	56000	3401	3401	0.4925	10	3.86
ERR675519_184	51.7579	55959	0.4479	99.9893	55953	17378	17378	0.4478	51	12.74
ERR675519_185	11.3460	55740	0.4640	99.9641	55720	3808	3808	0.4692	11	4.07
ERR675519_186	43.8529	55717	0.4898	100.0000	55717	14699	14699	0.4911	44	9.34
ERR675519_187	47.2837	55709	0.4840	99.9820	55699	15869	15869	0.4859	48	11.10
ERR675519_188	123.9603	55493	0.5566	100.0000	55493	42005	42005	0.5539	125	32.11
ERR675519_189	11.6515	55405	0.4536	99.9242	55363	3881	3881	0.4579	11	4.33
ERR675519_190	17.2117	54933	0.4889	100.0000	54933	5703	5703	0.4890	17	5.45
ERR675519_191	160.4702	54837	0.5533	100.0000	54837	53520	53520	0.5491	164	41.67
ERR675519_192	53.9601	54827	0.4126	100.0000	54827	17654	17654	0.4181	54	14.50
ERR675519_193	41.8124	54788	0.5061	99.9872	54781	13879	13879	0.5040	42	11.97
ERR675519_194	10.2168	54690	0.4122	99.9031	54637	3334	3334	0.4152	10	4.24
ERR675519_195	25.7478	54265	0.4862	100.0000	54265	8438	8438	0.4905	25	9.58
ERR675519_196	68.8543	53909	0.4263	100.0000	53909	22177	22177	0.4295	69	18.12
ERR675519_197	11.0566	53802	0.4195	99.7974	53693	3555	3555	0.4294	11	4.26
ERR675519_198	19.8504	53648	0.4687	99.9758	53635	6411	6411	0.4710	19	6.78
ERR675519_199	15.3778	53514	0.5010	99.7926	53403	4993	4993	0.5029	15	5.51
ERR675519_200	37.8061	53510	0.5131	100.0000	53510	12264	12264	0.5134	38	10.10
ERR675519_201	21.1281	53351	0.4960	99.9306	53314	6816	6816	0.4964	21	6.81
ERR675519_202	45.7648	53266	0.4786	100.0000	53266	14762	14762	0.4828	45	14.52
ERR675519_203	8.8800	53246	0.4862	99.3276	52888	2852	2852	0.4848	9	3.44
ERR675519_204	46.2398	53234	0.4123	100.0000	53234	14686	14686	0.4173	46	11.66
ERR675519_205	10.2232	52899	0.4197	99.9622	52879	3221	3221	0.4218	10	3.58
ERR675519_206	41.3924	52853	0.4788	99.9754	52840	13161	13161	0.4814	42	9.85
ERR675519_207	51.4244	52396	0.5107	99.9962	52394	16293	16293	0.5081	52	13.48
ERR675519_208	60.9977	52365	0.4396	100.0000	52365	19153	19153	0.4446	60	16.96
ERR675519_209	29.8017	52097	0.3874	100.0000	52097	9217	9217	0.3910	30	7.79
ERR675519_210	43.3064	51980	0.5447	99.9134	51935	13708	13708	0.5394	43	12.59
ERR675519_211	9.3517	51659	0.4446	99.8451	51579	2882	2882	0.4460	9	3.50
ERR675519_212	131.9067	51402	0.5665	100.0000	51402	41509	41509	0.5613	136	32.20
ERR675519_213	40.4751	51210	0.4076	99.9707	51195	12349	12349	0.4171	41	13.38
ERR675519_214	17.7811	51048	0.5137	99.9804	51038	5512	5512	0.5097	17	7.95
ERR675519_215	132.6103	51020	0.5550	100.0000	51020	41275	41275	0.5503	131	59.00
ERR675519_216	17.1086	50944	0.5933	99.8587	50872	5401	5401	0.5889	17	6.46
ERR675519_217	48.0937	50937	0.4869	100.0000	50937	14727	14727	0.4873	48	11.00
ERR675519_218	18.8127	50635	0.5278	99.8874	50578	5778	5778	0.5288	18	7.02
ERR675519_219	49.5225	50634	0.4320	100.0000	50634	15007	15007	0.4362	50	12.17
ERR675519_220	42.8978	50532	0.4810	100.0000	50532	13091	13091	0.4730	41	15.77
ERR675519_221	12.5893	50353	0.4439	100.0000	50353	3788	3788	0.4460	12	4.60
ERR675519_222	49.2664	50242	0.3972	100.0000	50242	14789	14789	0.4062	49	14.92
ERR675519_223	122.6839	49985	0.5609	100.0000	49985	37457	37457	0.5553	125	31.27
ERR675519_224	102.2009	49919	0.4388	100.0000	49919	30636	30636	0.4407	95	78.19
ERR675519_225	15.3374	49860	0.4938	99.8014	49761	4596	4596	0.4960	15	4.99
ERR675519_226	12.8765	49792	0.4352	100.0000	49792	3824	3824	0.4385	13	4.20
ERR675519_227	12.3740	49596	0.4188	99.8992	49546	3674	3674	0.4324	12	5.19
ERR675519_228	9.9449	49389	0.4385	99.9656	49372	2936	2936	0.4405	10	3.29
ERR675519_229	19.3239	49356	0.4156	99.8399	49277	5698	5698	0.4277	20	6.38
ERR675519_230	26.6751	49057	0.3901	100.0000	49057	7788	7788	0.3965	26	15.69
ERR675519_231	54.7417	48932	0.4250	100.0000	48932	16004	16004	0.4279	54	14.13
ERR675519_232	127.6143	48733	0.5582	99.7989	48635	38048	38048	0.5517	128	35.83
ERR675519_233	40.3832	48431	0.4334	100.0000	48431	11660	11660	0.4365	40	9.63
ERR675519_234	21.4749	48358	0.4880	99.9566	48337	6290	6290	0.4941	21	7.57
ERR675519_235	9.6120	48050	0.4664	99.7315	47921	2776	2776	0.4674	9	3.62
ERR675519_236	47.0039	47814	0.4911	100.0000	47814	13550	13550	0.4905	46	13.17
ERR675519_237	41.3433	47670	0.3934	100.0000	47670	11713	11713	0.4004	41	12.74
ERR675519_238	11.2257	47571	0.4422	99.9201	47533	3203	3203	0.4430	11	4.31
ERR675519_239	35.3202	47561	0.4450	100.0000	47561	10083	10083	0.4464	35	9.00
ERR675519_240	9.1653	47477	0.4200	99.9326	47445	2593	2593	0.4247	9	3.63
ERR675519_241	55.0803	47192	0.4831	100.0000	47192	15628	15628	0.4802	55	15.98
ERR675519_242	72.0353	47172	0.4600	99.9958	47170	20457	20457	0.4610	72	16.75
ERR675519_243	11.1119	47130	0.5236	99.9936	47127	3192	3192	0.5235	11	4.13
ERR675519_244	12.0023	46815	0.5276	99.8227	46732	3412	3412	0.5249	11	4.90
ERR675519_245	19.9247	46717	0.4873	99.9529	46695	5617	5617	0.4913	19	7.07
ERR675519_246	48.4116	46309	0.4940	99.7862	46210	13518	13518	0.4878	47	18.73
ERR675519_247	14.5284	46142	0.4824	100.0000	46142	4040	4040	0.4845	14	4.69
ERR675519_248	42.7167	45986	0.4288	100.0000	45986	11762	11762	0.4319	42	10.38
ERR675519_249	51.7163	45918	0.4368	100.0000	45918	14238	14238	0.4387	51	13.72
ERR675519_250	45.0480	45907	0.4894	100.0000	45907	12447	12447	0.4896	45	10.05
ERR675519_251	78.6014	45831	0.4478	99.9280	45798	21620	21620	0.4496	79	20.30
ERR675519_252	48.4580	45696	0.5118	100.0000	45696	13285	13285	0.4995	40	60.31
ERR675519_253	10.2874	45569	0.4596	99.7520	45456	2824	2824	0.4616	10	4.26
ERR675519_254	40.6220	45454	0.4001	100.0000	45454	10972	10972	0.4061	41	11.37
ERR675519_255	73.9045	45269	0.5012	100.0000	45269	20179	20179	0.4928	72	22.55
ERR675519_256	166.8881	45247	0.4589	100.0000	45247	45295	45295	0.4623	167	34.51
ERR675519_257	46.9578	45157	0.4975	99.7786	45057	12786	12786	0.4986	47	11.37
ERR675519_258	46.3142	45015	0.4809	100.0000	45015	12551	12551	0.4841	47	11.34
ERR675519_259	17.0887	44745	0.4874	99.3720	44464	4612	4612	0.4888	17	6.00
ERR675519_260	20.2041	44686	0.4918	99.9754	44675	5465	5465	0.4931	20	6.41
ERR675519_261	18.3923	44660	0.4807	99.9060	44618	4948	4948	0.4859	18	6.45
ERR675519_262	9.3072	44518	0.4438	100.0000	44518	2471	2471	0.4468	9	3.36
ERR675519_263	16.1101	44224	0.4915	99.8575	44161	4295	4295	0.4953	16	5.90
ERR675519_264	45.0975	44215	0.4717	100.0000	44215	11972	11972	0.4743	45	11.15
ERR675519_265	20.5066	44137	0.4379	100.0000	44137	5423	5423	0.4400	20	7.52
ERR675519_266	48.3276	44055	0.4291	99.8956	44009	12748	12748	0.4385	49	14.80
ERR675519_267	10.4587	43982	0.4952	99.9204	43947	2781	2781	0.4953	10	3.91
ERR675519_268	25.9936	43679	0.3830	100.0000	43679	6743	6743	0.3901	26	7.92
ERR675519_269	89.5227	43652	0.4681	99.9931	43649	23557	23557	0.4685	91	22.39
ERR675519_270	19.6754	43626	0.4641	99.9954	43624	5160	5160	0.4680	19	6.67
ERR675519_271	51.9738	43537	0.5146	100.0000	43537	13665	13665	0.5119	51	14.02
ERR675519_272	13.3547	43292	0.4747	99.9538	43272	3468	3468	0.4767	13	4.80
ERR675519_273	37.8654	43061	0.3464	100.0000	43061	9653	9653	0.3530	38	11.36
ERR675519_274	57.9282	42842	0.4486	100.0000	42842	14850	14850	0.4566	58	14.87
ERR675519_275	17.7126	42604	0.4913	99.9014	42562	4557	4557	0.4910	17	6.55
ERR675519_276	81.1795	42550	0.4535	100.0000	42550	20769	20769	0.4543	82	20.35
ERR675519_277	12.0660	42547	0.4577	99.7015	42420	3089	3089	0.4592	12	4.48
ERR675519_278	71.7586	42370	0.4616	100.0000	42370	18308	18308	0.4632	73	17.85
ERR675519_279	27.9310	42322	0.4081	100.0000	42322	7039	7039	0.4102	28	7.40
ERR675519_280	13.2004	42277	0.4830	99.9622	42261	3367	3367	0.4808	13	4.33
ERR675519_281	44.8219	42245	0.4152	100.0000	42245	11301	11301	0.4222	46	13.46
ERR675519_282	13.1129	42169	0.4228	99.9431	42145	3300	3300	0.4289	12	5.59
ERR675519_283	50.5279	41869	0.4284	100.0000	41869	12641	12641	0.4323	51	12.83
ERR675519_284	119.6268	41795	0.4505	100.0000	41795	29421	29421	0.4568	122	28.46
ERR675519_285	10.1932	41795	0.3929	99.6435	41646	2535	2535	0.4004	10	4.18
ERR675519_286	133.2664	41669	0.5555	100.0000	41669	33899	33899	0.5512	128	51.27
ERR675519_287	21.6609	41472	0.4819	100.0000	41472	5426	5425	0.4840	21	6.59
ERR675519_288	18.1522	41449	0.4934	99.5971	41282	4558	4559	0.4947	18	6.60
ERR675519_289	11.1318	41333	0.4101	98.5871	40749	2746	2746	0.4168	11	4.73
ERR675519_290	93.8244	41305	0.4535	100.0000	41305	23293	23293	0.4583	95	25.29
ERR675519_291	20.6192	40744	0.4802	99.9656	40730	5063	5063	0.4778	20	6.28
ERR675519_292	77.3238	40668	0.4565	99.9975	40667	18925	18925	0.4640	79	21.13
ERR675519_293	12.5499	40562	0.4300	100.0000	40562	2973	2973	0.4335	12	5.29
ERR675519_294	19.7249	40392	0.4657	99.8292	40323	4793	4793	0.4718	20	6.57
ERR675519_295	12.6415	40370	0.4927	99.9628	40355	3076	3076	0.4959	12	5.11
ERR675519_296	38.5601	40265	0.4021	100.0000	40265	9258	9258	0.4130	39	13.90
ERR675519_297	13.0925	40251	0.4019	99.9702	40239	3148	3148	0.4100	13	4.79
ERR675519_298	10.3134	40214	0.5074	100.0000	40214	2518	2518	0.5051	10	3.88
ERR675519_299	43.8546	40209	0.4087	99.9751	40199	10540	10540	0.4231	45	16.32
ERR675519_300	54.4187	40103	0.4199	100.0000	40103	13036	13036	0.4226	54	13.98
