#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRS1992958_122	78.9653	35565	0.4247	100.0000	35565	11298	11236	0.4253	78	19.35
SRS1992958_123	90.1251	35386	0.4244	100.0000	35386	12798	12793	0.4257	88	23.17
SRS1992958_124	320.8814	35321	0.5236	99.7678	35239	45493	45558	0.5166	346	108.61
SRS1992958_125	149.2603	35160	0.5204	100.0000	35160	21179	21043	0.5128	145	39.35
SRS1992958_126	140.4637	34610	0.5407	100.0000	34610	19564	19478	0.5358	140	28.99
SRS1992958_127	133.3819	34490	0.4631	100.0000	34490	18376	18486	0.4592	132	33.77
SRS1992958_128	122.2540	34480	0.5193	100.0000	34480	16913	16913	0.5140	122	29.05
SRS1992958_129	83.6366	34417	0.4200	100.0000	34417	11487	11583	0.4256	80	30.28
SRS1992958_130	204.0596	34296	0.5030	100.0000	34296	28215	28061	0.4976	200	42.99
SRS1992958_131	156.6239	34087	0.5148	100.0000	34087	21475	21373	0.5095	142	51.21
SRS1992958_132	185.1049	33988	0.4972	99.5028	33819	25451	25117	0.4964	191	55.20
SRS1992958_133	171.9992	33906	0.5405	100.0000	33906	23333	23463	0.5354	160	53.77
SRS1992958_134	209.5632	33740	0.5068	100.0000	33740	28406	28330	0.5020	205	40.22
SRS1992958_135	160.5508	33165	0.5162	100.0000	33165	21335	21438	0.5085	156	39.42
SRS1992958_136	122.1104	33133	0.5213	100.0000	33133	16193	16321	0.5172	120	23.44
SRS1992958_137	137.6930	33107	0.5209	100.0000	33107	18289	18261	0.5161	136	28.75
SRS1992958_138	180.1486	32927	0.4933	100.0000	32927	23809	23771	0.4825	191	79.57
SRS1992958_139	183.9513	32114	0.5287	100.0000	32114	23693	23754	0.5237	183	35.03
SRS1992958_140	168.3376	31938	0.5244	100.0000	31938	21617	21538	0.5165	140	74.66
SRS1992958_141	132.0688	31815	0.5448	100.0000	31815	16918	16820	0.5399	126	39.24
SRS1992958_142	143.2532	31622	0.5408	100.0000	31622	18256	18137	0.5352	144	30.01
SRS1992958_143	61.3641	31334	0.4464	100.0000	31334	7694	7723	0.4456	61	12.86
SRS1992958_144	130.6172	31018	0.5244	100.0000	31018	16258	16368	0.5170	127	34.40
SRS1992958_145	212.9611	30942	0.4824	100.0000	30942	26496	26354	0.4862	213	53.58
SRS1992958_146	324.0165	30205	0.4903	100.0000	30205	39283	39485	0.4843	320	65.04
SRS1992958_147	84.0551	30169	0.4088	100.0000	30169	10223	10212	0.4110	79	30.38
SRS1992958_148	174.7867	29951	0.5128	100.0000	29951	21053	20912	0.5095	171	40.55
SRS1992958_149	137.0018	29730	0.5274	100.0000	29730	16308	16392	0.5225	138	27.13
SRS1992958_150	343.0242	29719	0.4804	99.7241	29637	41332	40952	0.4996	247	463.74
SRS1992958_151	432.8411	29490	0.5121	100.0000	29490	51174	51182	0.5089	429	80.99
SRS1992958_152	95.1107	29296	0.4420	100.0000	29296	11170	11157	0.4424	95	23.13
SRS1992958_153	62.8103	29092	0.4107	100.0000	29092	7345	7309	0.4137	63	15.95
SRS1992958_154	127.0640	28532	0.5385	100.0000	28532	14588	14502	0.5322	127	27.37
SRS1992958_155	300.1240	28494	0.5262	100.0000	28494	34389	34188	0.5225	309	108.86
SRS1992958_156	184.9781	28384	0.4948	100.0000	28384	21055	21091	0.4936	185	35.40
SRS1992958_157	246.0378	28034	0.4770	100.0000	28034	27590	27701	0.4742	220	98.03
SRS1992958_158	199.0008	27985	0.5196	100.0000	27985	22391	22283	0.5166	196	39.84
SRS1992958_159	178.1342	27645	0.5187	100.0000	27645	19908	19784	0.5152	174	46.39
SRS1992958_160	167.5701	27187	0.5212	100.0000	27187	18312	18280	0.5187	168	28.83
SRS1992958_161	354.3179	27156	0.4944	100.0000	27156	38754	38614	0.4881	351	69.96
SRS1992958_162	60.9202	26953	0.4875	100.0000	26953	6662	6594	0.4880	59	22.51
SRS1992958_163	101.6877	26800	0.4370	100.0000	26800	10993	10889	0.4377	103	22.15
SRS1992958_164	208.9547	26799	0.5121	100.0000	26799	22478	22499	0.5011	216	95.37
SRS1992958_165	165.0553	26483	0.5059	100.0000	26483	17406	17657	0.5017	164	32.85
SRS1992958_166	195.3108	26347	0.4995	100.0000	26347	20650	20618	0.4952	191	43.87
SRS1992958_167	127.1043	26251	0.5199	100.0000	26251	13436	13334	0.5134	123	36.67
SRS1992958_168	14.9109	26231	0.3542	99.9619	26221	1568	1563	0.3625	15	5.69
SRS1992958_169	66.3704	26204	0.4155	100.0000	26204	6967	7003	0.4351	71	23.42
SRS1992958_170	179.2125	26130	0.5165	100.0000	26130	18800	18860	0.5125	178	36.41
SRS1992958_171	154.2519	25566	0.5075	100.0000	25566	15837	15898	0.5045	143	50.03
SRS1992958_172	108.2910	25376	0.5015	100.0000	25376	11001	11032	0.4989	108	21.91
SRS1992958_173	167.3251	24844	0.5000	100.0000	24844	16657	16816	0.4987	152	63.80
SRS1992958_174	174.6575	24709	0.4911	99.6681	24627	17278	17336	0.4899	171	62.08
SRS1992958_175	11.3507	24554	0.4047	99.9511	24542	1117	1126	0.4054	11	4.00
SRS1992958_176	145.3540	24533	0.5127	100.0000	24533	14304	14271	0.5081	131	53.97
SRS1992958_177	159.3060	24507	0.5385	100.0000	24507	15692	15638	0.5328	158	31.25
SRS1992958_178	160.5712	24216	0.5324	100.0000	24216	15542	15670	0.5271	158	31.41
SRS1992958_179	231.8682	24196	0.5050	100.0000	24196	22380	22623	0.5026	231	37.66
SRS1992958_180	128.4698	24135	0.4793	100.0000	24135	12533	12462	0.4729	111	58.50
SRS1992958_181	12.3412	24113	0.4161	100.0000	24113	1214	1207	0.4180	12	4.88
SRS1992958_182	237.8737	24051	0.4925	100.0000	24051	22836	23012	0.4887	222	73.03
SRS1992958_183	10.2019	23596	0.3898	99.9576	23586	973	977	0.3937	10	3.84
SRS1992958_184	186.2727	23219	0.5097	100.0000	23219	17335	17334	0.5061	187	38.38
SRS1992958_185	108.8333	22905	0.4183	100.0000	22905	10073	10136	0.4144	104	50.49
SRS1992958_186	137.1313	22820	0.5293	100.0000	22820	12610	12580	0.5270	136	25.06
SRS1992958_187	257.2753	22819	0.5031	99.6363	22736	23498	23704	0.5041	276	81.71
SRS1992958_188	183.6359	22744	0.5144	100.0000	22744	16778	16717	0.5094	182	32.81
SRS1992958_189	169.8250	22637	0.4946	100.0000	22637	15394	15457	0.4867	168	39.03
SRS1992958_190	10.7710	22565	0.4276	99.5347	22460	983	984	0.4266	11	3.96
SRS1992958_191	172.5279	22520	0.5019	100.0000	22520	15668	15486	0.4971	170	34.93
SRS1992958_192	10.0453	22474	0.4008	99.9066	22453	912	903	0.4015	10	3.41
SRS1992958_193	138.8991	22299	0.5306	100.0000	22299	12403	12471	0.5283	137	27.01
SRS1992958_194	144.4548	22176	0.5331	100.0000	22176	12891	12888	0.5262	133	49.66
SRS1992958_195	10.6100	22072	0.4108	99.1845	21892	949	953	0.4131	10	3.82
SRS1992958_196	158.9144	22027	0.5387	100.0000	22027	14026	14090	0.5294	153	37.13
SRS1992958_197	177.5560	21986	0.5126	100.0000	21986	15664	15644	0.5011	147	80.30
SRS1992958_198	140.6113	21972	0.4871	100.0000	21972	12482	12347	0.4828	139	30.49
SRS1992958_199	155.2084	21901	0.4976	100.0000	21901	13645	13702	0.4973	155	30.09
SRS1992958_200	84.2615	21755	0.4047	100.0000	21755	7328	7397	0.4192	89	27.86
SRS1992958_201	141.1843	21736	0.5220	100.0000	21736	12314	12330	0.5141	135	31.27
SRS1992958_202	111.9819	21569	0.5117	100.0000	21569	9656	9705	0.5074	112	22.09
SRS1992958_203	196.9410	21488	0.5077	100.0000	21488	16949	16996	0.5019	195	38.37
SRS1992958_204	82.9510	21455	0.4109	100.0000	21455	7186	7208	0.4159	75	36.63
SRS1992958_205	144.6639	21356	0.5079	100.0000	21356	12381	12436	0.5038	144	25.57
SRS1992958_206	196.5978	21342	0.5075	100.0000	21342	16771	16904	0.5027	193	37.12
SRS1992958_207	397.8285	21065	0.4253	100.0000	21065	33905	33627	0.4538	324	299.98
SRS1992958_208	260.0696	21031	0.5315	100.0000	21031	21849	22013	0.5260	245	87.44
SRS1992958_209	127.8455	21026	0.4969	100.0000	21026	10793	10756	0.4926	112	49.37
SRS1992958_210	199.4467	20977	0.4917	100.0000	20977	16759	16903	0.4842	196	45.14
SRS1992958_211	152.3207	20952	0.5164	100.0000	20952	12812	12831	0.5146	150	29.09
SRS1992958_212	153.8258	20907	0.5102	99.5934	20822	12843	12972	0.4949	151	40.42
SRS1992958_213	72.6818	20870	0.4153	100.0000	20870	6045	6120	0.4302	76	23.12
SRS1992958_214	179.9708	20807	0.4899	100.0000	20807	15010	15070	0.4868	177	60.98
SRS1992958_215	416.2726	20710	0.3861	100.0000	20710	34486	34583	0.3893	419	80.69
SRS1992958_216	131.1572	20649	0.5173	100.0000	20649	10935	10804	0.5095	130	28.82
SRS1992958_217	190.9977	20599	0.4884	99.5922	20515	15662	15874	0.4936	202	60.76
SRS1992958_218	16.5710	20504	0.3857	99.4586	20393	1369	1361	0.3946	17	6.37
SRS1992958_219	291.7847	20404	0.5393	100.0000	20404	23783	24098	0.5321	293	110.35
SRS1992958_220	60.0150	20327	0.3098	99.8426	20295	4919	4861	0.3304	55	30.61
SRS1992958_221	10.2800	20291	0.4006	99.9014	20271	841	847	0.4021	10	3.57
SRS1992958_222	15.3026	20262	0.3392	100.0000	20262	1234	1247	0.3454	15	6.16
SRS1992958_223	112.8782	20256	0.4919	100.0000	20256	9190	9127	0.4898	113	22.97
SRS1992958_224	10.6811	19980	0.4126	99.4695	19874	867	865	0.4143	10	4.04
SRS1992958_225	131.6352	19921	0.5028	100.0000	19921	10475	10586	0.4999	131	24.41
SRS1992958_226	187.2912	19711	0.5231	100.0000	19711	14736	14910	0.5128	153	88.29
SRS1992958_227	143.3727	19636	0.5154	100.0000	19636	11268	11275	0.5120	142	30.55
SRS1992958_228	365.6713	19572	0.5314	100.0000	19572	28660	28786	0.5264	381	99.77
SRS1992958_229	146.4112	19520	0.5560	100.0000	19520	11517	11454	0.5511	145	29.98
SRS1992958_230	134.3217	19206	0.4939	100.0000	19206	10338	10336	0.4875	134	28.47
SRS1992958_231	135.7543	19182	0.5247	100.0000	19182	10467	10584	0.5167	126	48.73
SRS1992958_232	164.8606	19172	0.5134	100.0000	19172	12608	12732	0.5037	165	36.59
SRS1992958_233	41.7799	19098	0.3861	100.0000	19098	3197	3217	0.3859	41	12.90
SRS1992958_234	110.2613	19043	0.5023	100.0000	19043	8372	8446	0.4989	109	24.40
SRS1992958_235	123.8615	19034	0.4034	100.0000	19034	9467	9424	0.4122	124	32.31
SRS1992958_236	238.7746	18971	0.5191	100.0000	18971	18266	18085	0.5142	243	48.03
SRS1992958_237	462.2295	18872	0.3740	100.0000	18872	34996	35210	0.3787	463	101.62
SRS1992958_238	128.4115	18623	0.4865	100.0000	18623	9667	9622	0.4780	117	49.05
SRS1992958_239	140.7734	18533	0.5243	100.0000	18533	10351	10577	0.5223	140	27.02
SRS1992958_240	108.9025	18449	0.5099	100.0000	18449	8061	8061	0.5050	109	21.83
SRS1992958_241	139.6149	18408	0.5241	100.0000	18408	10318	10300	0.5218	136	26.89
SRS1992958_242	130.2507	18310	0.5153	99.9836	18307	9650	9528	0.5095	125	34.66
SRS1992958_243	233.8497	18213	0.5104	100.0000	18213	17212	17025	0.5041	188	107.58
SRS1992958_244	414.2688	18158	0.5247	100.0000	18158	30258	30155	0.5198	410	71.85
SRS1992958_245	202.2050	17977	0.5170	100.0000	17977	14622	14657	0.5120	199	35.06
SRS1992958_246	11.1568	17875	0.4076	100.0000	17875	805	798	0.4065	11	3.31
SRS1992958_247	183.2013	17646	0.5128	100.0000	17646	13099	12964	0.5079	179	33.68
SRS1992958_248	356.9498	17486	0.5001	100.0000	17486	25182	24908	0.4985	358	72.56
SRS1992958_249	66.6755	17472	0.4289	100.0000	17472	4709	4629	0.4313	66	13.61
SRS1992958_250	16.2034	17361	0.4295	100.0000	17361	1139	1135	0.4316	16	6.19
SRS1992958_251	10.1523	17322	0.4040	99.8037	17288	719	714	0.4055	10	3.68
SRS1992958_252	230.9928	17317	0.4706	100.0000	17317	16040	16071	0.4670	227	50.93
SRS1992958_253	270.0988	17309	0.5272	99.5263	17227	18638	18923	0.5233	231	116.04
SRS1992958_254	199.5825	17302	0.5104	100.0000	17302	13942	13736	0.5082	201	43.80
SRS1992958_255	197.4280	17169	0.5021	100.0000	17169	13540	13644	0.4995	196	30.25
SRS1992958_256	16.9988	17044	0.4244	100.0000	17044	1166	1208	0.4277	16	7.43
SRS1992958_257	436.9445	17006	0.4983	100.0000	17006	29803	29951	0.4950	424	98.96
SRS1992958_258	10.3082	16916	0.4120	99.6749	16861	712	697	0.4139	10	3.59
SRS1992958_259	9.7614	16835	0.3970	99.9406	16825	663	674	0.3980	9	3.41
SRS1992958_260	192.2880	16818	0.4891	100.0000	16818	12984	12922	0.4904	192	36.42
SRS1992958_261	239.7854	16615	0.4660	100.0000	16615	16130	15857	0.4650	230	77.79
SRS1992958_262	189.2450	16599	0.5274	100.0000	16599	12686	12520	0.5238	172	64.32
SRS1992958_263	250.8961	16561	0.4854	100.0000	16561	16581	16817	0.4851	239	66.84
SRS1992958_264	108.5540	16544	0.4443	100.0000	16544	7220	7235	0.4416	113	38.91
SRS1992958_265	176.7826	16399	0.5311	100.0000	16399	11618	11691	0.5249	171	40.34
SRS1992958_266	169.8372	16349	0.5123	100.0000	16349	11123	11154	0.5114	169	32.47
SRS1992958_267	193.3837	16318	0.5029	100.0000	16318	12639	12703	0.5012	192	28.16
SRS1992958_268	12.0407	16315	0.3982	99.1542	16177	788	812	0.4020	11	4.92
SRS1992958_269	170.1495	16245	0.5083	100.0000	16245	11009	11154	0.5073	171	33.26
SRS1992958_270	212.6376	16235	0.5383	100.0000	16235	13865	13891	0.5294	191	77.17
SRS1992958_271	205.7283	16101	0.5162	99.4783	16017	14264	14451	0.4872	185	148.17
SRS1992958_272	155.1882	16075	0.5077	100.0000	16075	9931	10113	0.5067	136	57.99
SRS1992958_273	205.2296	15972	0.4986	99.4553	15885	13141	13226	0.4937	160	96.18
SRS1992958_274	174.4136	15935	0.5166	100.0000	15935	11076	11228	0.5121	171	36.86
SRS1992958_275	13.1003	15926	0.3425	100.0000	15926	838	837	0.3477	12	5.26
SRS1992958_276	188.7735	15848	0.4734	100.0000	15848	12054	12011	0.4703	185	43.62
SRS1992958_277	176.3628	15812	0.5156	100.0000	15812	11178	11200	0.5105	172	39.36
SRS1992958_278	109.6461	15792	0.5110	100.0000	15792	6891	6984	0.5080	109	23.27
SRS1992958_279	218.0269	15775	0.4098	100.0000	15775	13719	13899	0.4163	219	56.23
SRS1992958_280	11.3307	15696	0.3988	99.8726	15676	736	716	0.4004	11	3.96
SRS1992958_281	9.7658	15643	0.4035	99.8849	15625	624	618	0.4055	9	3.57
SRS1992958_282	337.2217	15636	0.4906	100.0000	15636	21247	21215	0.4806	330	80.48
SRS1992958_283	161.5478	15550	0.5127	100.0000	15550	10099	10179	0.5033	152	43.99
SRS1992958_284	192.1521	15528	0.4578	100.0000	15528	11831	12102	0.4587	195	50.37
SRS1992958_285	131.7844	15457	0.5064	100.0000	15457	8132	8212	0.5006	130	26.17
SRS1992958_286	194.7097	15448	0.5091	100.0000	15448	12052	12071	0.5036	186	56.70
SRS1992958_287	180.0306	15400	0.5289	100.0000	15400	11191	11052	0.5259	178	36.21
SRS1992958_288	210.0991	15305	0.5356	100.0000	15305	12876	12897	0.5316	210	51.79
SRS1992958_289	117.5322	15108	0.5162	100.0000	15108	7162	7085	0.5102	114	31.13
SRS1992958_290	157.6210	15051	0.5147	100.0000	15051	9564	9556	0.5064	153	35.46
SRS1992958_291	35.9268	15045	0.3635	100.0000	15045	2192	2177	0.3715	35	13.58
SRS1992958_292	322.4951	14992	0.5206	100.0000	14992	19274	19572	0.5218	332	94.86
SRS1992958_293	213.2017	14900	0.5150	100.0000	14900	12653	12841	0.5054	206	48.75
SRS1992958_294	10.3895	14790	0.4205	99.9324	14780	621	616	0.4192	10	3.37
